002015088	1	002015	088	002015	603-002-00-002015	输出分路88中断告警	4	02	0201	0&正常;1&告警						第XX路配电屏输出中断			
002015089	1	002015	089	002015	603-002-00-002015	输出分路89中断告警	4	02	0201	0&正常;1&告警						第XX路配电屏输出中断			
002015090	1	002015	090	002015	603-002-00-002015	输出分路90中断告警	4	02	0201	0&正常;1&告警						第XX路配电屏输出中断			
002015091	1	002015	091	002015	603-002-00-002015	输出分路91中断告警	4	02	0201	0&正常;1&告警						第XX路配电屏输出中断			
002015092	1	002015	092	002015	603-002-00-002015	输出分路92中断告警	4	02	0201	0&正常;1&告警						第XX路配电屏输出中断			
002015093	1	002015	093	002015	603-002-00-002015	输出分路93中断告警	4	02	0201	0&正常;1&告警						第XX路配电屏输出中断			
002015094	1	002015	094	002015	603-002-00-002015	输出分路94中断告警	4	02	0201	0&正常;1&告警						第XX路配电屏输出中断			
002015095	1	002015	095	002015	603-002-00-002015	输出分路95中断告警	4	02	0201	0&正常;1&告警						第XX路配电屏输出中断			
002015096	1	002015	096	002015	603-002-00-002015	输出分路96中断告警	4	02	0201	0&正常;1&告警						第XX路配电屏输出中断			
002015097	1	002015	097	002015	603-002-00-002015	输出分路97中断告警	4	02	0201	0&正常;1&告警						第XX路配电屏输出中断			
002015098	1	002015	098	002015	603-002-00-002015	输出分路98中断告警	4	02	0201	0&正常;1&告警						第XX路配电屏输出中断			
002015099	1	002015	099	002015	603-002-00-002015	输出分路99中断告警	4	02	0201	0&正常;1&告警						第XX路配电屏输出中断			
002015100	1	002015	100	002015	603-002-00-002015	输出分路100中断告警	4	02	0201	0&正常;1&告警						第XX路配电屏输出中断			
002015101	1	002015	101	002015	603-002-00-002015	输出分路101中断告警	4	02	0201	0&正常;1&告警						第XX路配电屏输出中断			
002015102	1	002015	102	002015	603-002-00-002015	输出分路102中断告警	4	02	0201	0&正常;1&告警						第XX路配电屏输出中断			
002015103	1	002015	103	002015	603-002-00-002015	输出分路103中断告警	4	02	0201	0&正常;1&告警						第XX路配电屏输出中断			
002015104	1	002015	104	002015	603-002-00-002015	输出分路104中断告警	4	02	0201	0&正常;1&告警						第XX路配电屏输出中断			
002015105	1	002015	105	002015	603-002-00-002015	输出分路105中断告警	4	02	0201	0&正常;1&告警						第XX路配电屏输出中断			
002015106	1	002015	106	002015	603-002-00-002015	输出分路106中断告警	4	02	0201	0&正常;1&告警						第XX路配电屏输出中断			
